session_id,inventory_item_code,inventory_item_name,unit_name,stock_name,opening_quantity,opening_amount,inward_quantity,inward_amount,outward_quantity,outward_amount,closing_quantity,closing_amount,detail_id,is_parent,inventory_item_id,parent_id,grade,is_bold,inventory_summary_report_id,inventory_item_code_parent,inventory_item_name_parent,inventory_item_category_name,brand_name,vendor_name_list,stock_id,branch_id,branch_name
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__BAC__250,TIGER Bạc Bia Lon 250ml,Lon,Tổng,61.0,,192.0,,26.0,,227.0,,31,1,f298b5d8-addd-410a-8190-7a3340051d3b,,1,True,e10e1dfa-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__BAC__250,TIGER Bạc Bia Lon 250ml,Bia Lon,TIGER,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__BAC__250,Kho MIRA,Lon,Kho MIRA,192.0,,192.0,,0.0,,384.0,,33,0,f298b5d8-addd-410a-8190-7a3340051d3b,f298b5d8-addd-410a-8190-7a3340051d3b,2,False,e10e1fa8-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__BAC__250,TIGER Bạc Bia Lon 250ml,Bia Lon,TIGER,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__BAC__330,TIGER Bạc Bia Lon 330ml,Lon,Tổng,84.0,,120.0,,130.0,,74.0,,34,1,11229080-16db-4766-b903-83f2a08f8163,,1,True,e10e207e-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__BAC__330,TIGER Bạc Bia Lon 330ml,Bia Lon,TIGER,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__BAC__330,Kho MIRA,Lon,Kho MIRA,192.0,,48.0,,0.0,,240.0,,36,0,11229080-16db-4766-b903-83f2a08f8163,11229080-16db-4766-b903-83f2a08f8163,2,False,e10e222e-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__BAC__330,TIGER Bạc Bia Lon 330ml,Bia Lon,TIGER,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__NAU__330,TIGER Nâu Bia Lon 330ml,Lon,Tổng,115.0,,72.0,,106.0,,81.0,,37,1,65041986-36dc-44c9-9e9b-d2d86d06bf22,,1,True,e10e2306-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__NAU__330,TIGER Nâu Bia Lon 330ml,Bia Lon,TIGER,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__NAU__330,Kho MIRA,Lon,Kho MIRA,96.0,,0.0,,0.0,,96.0,,39,0,65041986-36dc-44c9-9e9b-d2d86d06bf22,65041986-36dc-44c9-9e9b-d2d86d06bf22,2,False,e10e299e-8bb4-11f1-9b18-005056b2a5de,01__BLO__TIG__NAU__330,TIGER Nâu Bia Lon 330ml,Bia Lon,TIGER,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__BLO__TUB__ICE__320,TUBORG ICE Crisp Lager Bia Lon 320ml,Lon,Tổng,36.0,,0.0,,17.0,,19.0,,40,1,6db36756-5f55-48f3-95c0-2f6a3b2d8c47,,1,True,e10e2aab-8bb4-11f1-9b18-005056b2a5de,01__BLO__TUB__ICE__320,TUBORG ICE Crisp Lager Bia Lon 320ml,Bia Lon,TUBORG,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__BLO__TUB__ICE__320,Kho Kệ,Lon,Kho Kệ,36.0,,0.0,,17.0,,19.0,,41,0,6db36756-5f55-48f3-95c0-2f6a3b2d8c47,6db36756-5f55-48f3-95c0-2f6a3b2d8c47,2,False,e10e2b83-8bb4-11f1-9b18-005056b2a5de,01__BLO__TUB__ICE__320,TUBORG ICE Crisp Lager Bia Lon 320ml,Bia Lon,TUBORG,,aca0e3b9-1e75-496e-84ff-e96c9084f53f,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__CPL__HLD__LON__235,HIGHLAND Cà Phê Sữa Lon 235ml,Lon,Tổng,89.0,,0.0,,66.0,,23.0,,42,1,09662628-fb8b-435a-a016-bf8ecf322b89,,1,True,e10e2c63-8bb4-11f1-9b18-005056b2a5de,01__CPL__HLD__LON__235,HIGHLAND Cà Phê Sữa Lon 235ml,Cà Phê Lon,Highland,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__CPL__HLD__LON__235,Kho MIRA,Lon,Kho MIRA,144.0,,0.0,,0.0,,144.0,,44,0,09662628-fb8b-435a-a016-bf8ecf322b89,09662628-fb8b-435a-a016-bf8ecf322b89,2,False,e10e2e0b-8bb4-11f1-9b18-005056b2a5de,01__CPL__HLD__LON__235,HIGHLAND Cà Phê Sữa Lon 235ml,Cà Phê Lon,Highland,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__CAM__140,C-VITT Nước Cam Vitamin 140ml,Chai,Tổng,13.0,,0.0,,12.0,,1.0,,45,1,69d1bcb3-ea0b-4c1c-b116-9f4d1baa5dad,,1,True,e10e2ede-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__CAM__140,C-VITT Nước Cam Vitamin 140ml,Nước Bù Điện Giải,C-vitt,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__CAM__140,Kho MIRA,Chai,Kho MIRA,10.0,,0.0,,0.0,,10.0,,47,0,69d1bcb3-ea0b-4c1c-b116-9f4d1baa5dad,69d1bcb3-ea0b-4c1c-b116-9f4d1baa5dad,2,False,e10e3082-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__CAM__140,C-VITT Nước Cam Vitamin 140ml,Nước Bù Điện Giải,C-vitt,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__CHH__140,C-VITT Nước Chanh Vitamin 140ml,Chai,Tổng,24.0,,0.0,,18.0,,6.0,,48,1,acdf31d4-3ac2-4031-bffb-36afbfe74795,,1,True,e10e315b-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__CHH__140,C-VITT Nước Chanh Vitamin 140ml,Nước Bù Điện Giải,C-vitt,,,a38f9189-ad87-11ef-a35e-005056b28600,
e002c83d-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__CHH__140,Kho MIRA,Chai,Kho MIRA,20.0,,0.0,,0.0,,20.0,,50,0,acdf31d4-3ac2-4031-bffb-36afbfe74795,acdf31d4-3ac2-4031-bffb-36afbfe74795,2,False,e10e3300-8bb4-11f1-9b18-005056b2a5de,01__NBD__CVI__CHH__140,C-VITT Nước Chanh Vitamin 140ml,Nước Bù Điện Giải,C-vitt,,485b5d06-306c-11f0-b467-005056b34af7,a38f9189-ad87-11ef-a35e-005056b28600,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP
